"Director","Producer","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Milad Alami","Annika Rogell","Milad Alami","Drama","Swedish","1h 59m","In the aftermath of a devastating rumor, Iman and his family have been forced to flee Iran. As refugees, they end up in a run-down hotel in northern Sweden. Despite feeling powerless, Iman tries to maintain his role as the family patriarch. To increase their chances of asylum, he breaks a promise to his wife and joins the local wrestling club. As the rumors start to resurface, Iman's fear and desperation begin to take a hold.",93,NA,"Opponent"
