"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Carlos Saldanha","Bruce Anderson, John C. Donkin","Don Rhymer, Joshua Sternin, Jeffrey Ventimilia, Sam Harper, Todd R. Jones, Earl Richey Jones","20th Century Fox, Blue Sky Animation","Blue Sky Studios","G","Kids & Family, Comedy, Adventure, Musical, Animation","English","Apr 15, 2011, Wide","Nov 25, 2015","1h 36m","Dolby Digital","Captured by smugglers when he was just a hatchling, a macaw named Blu (Jesse Eisenberg) never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel (Anne Hathaway), a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",72,71,"Rio"
