"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"J.J. Abrams","J.J. Abrams, Bryan Burk, Damon Lindelof, Alex Kurtzman, Roberto Orci","Alex Kurtzman, Roberto Orci, Damon Lindelof","Paramount Pictures","Bad Robot, Paramount Pictures, Skydance Media","PG-13 (Intense Seq. of Sci-Fi Violenc|Intense Seq. of Sci-Fi Action)","Sci-Fi, Adventure, Action, Fantasy","English","May 16, 2013, Wide","May 14, 2015","$228.8M","2h 12m","Dolby Atmos, Datasat","The crew of the Starship Enterprise returns home after an act of terrorism within its own organization destroys most of Starfleet and what it represents, leaving Earth in a state of crisis. With a personal score to settle, Capt. James T. Kirk (Chris Pine) leads his people (Zachary Quinto, Karl Urban, Zoë Saldana) on a mission to capture a one-man weapon of mass destruction, thereby propelling all of them into an epic game of life and death.",84,89,"Star Trek Into Darkness"
