"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Élie Chouraqui","Élie Chouraqui, Mark Damon, Andre Djaoui, Jeff Geoffray","Élie Chouraqui, Didier Le Pêcheur","Canal+, Titania Produzioni","R (Some War Scenes)","Drama","Unknown language","Oct 17, 2007","May 12, 2009","$233.5K","1h 42m","Scope (2.35:1)","The story of two friends, one Jewish and one Arab, evolves as the state of Israel forms.",36,60,"O Jerusalem"
