"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Sydney Pollack","Joe Wizan","John Milius, Edward Anhalt","Warner Bros.","PG","Adventure","English","Sep 10, 1972, Original","Dec 21, 1972","Jan 1, 2009","1h 47m","A Mexican-American War veteran, Jeremiah Johnson (Robert Redford), heads to the mountains to live in isolation. Woefully unequipped for the task at hand, Johnson is fortunate to come across a seasoned mountain man (Will Geer) willing to teach him the necessary survival tactics. As life continues in the mountains, Johnson finds himself a native bride (Delle Bolton) and an adopted son (Josh Albee). However, their peaceful existence is threatened when Johnson incurs the ire of the Crow Indians.",91,89,"Jeremiah Johnson"
