"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Arthur Hiller","Universal Pictures","Universal Pictures","R","Comedy","English","Jan 27, 1984, Wide","Apr 19, 2016","1h 30m","Larry Hubbard (Steve Martin), who pens greeting cards for a living, is lonely after his longtime girlfriend's infidelity leads to the end of their relationship. When not commiserating with fellow loner Warren (Charles Grodin), Larry spends his time pursuing Iris (Judith Ivey), but the relationship seems doomed. Larry decides to channel his feelings into writing a book, which becomes a bestselling guide to the lonely life. Suddenly he's famous -- but all he really wants is to be with Iris.",50,47,"The Lonely Guy"
