"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jocelyn Moorhouse","Marc Abraham, Lynn Arost, Steve Golin, Kate Guinzburg, Sigurjon Sighvatsson","Laura Jones","R","Drama","English","Oct 30, 2001","$7.9M","1h 45m","Surround","A patriarch (Jason Robards) deeds his farm to two (Michelle Pfeiffer, Jessica Lange) of his three daughters in a modern ""King Lear"" set in the U.S. Midwest.",24,42,"A Thousand Acres"
