"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Robert Florey","Carl Laemmle Jr.","Edgar Allan Poe, Robert Florey, Tom Reed, Dale Van Every, John Huston","Film Classics Inc., Universal Pictures, Screen Gems","Universal Pictures","Horror","English","Feb 21, 1932, Wide","Jan 6, 2017","1h 15m","Mono","In 1845 Paris, mysterious Dr. Mirakle (Bela Lugosi) demonstrates his theories on evolution using his ape, Erik, at a carnival visited by medical student Pierre Dupin (Leon Waycoff) and his girlfriend, Camille Espanaye (Sidney Fox). Unknown to his audience, Mirakle performs experiments in his secret laboratory that involve mixing human blood with that of Erik's. After three prostitutes are found dead from being injected with a strange substance, Pierre is alarmed when Camille goes missing.",79,46,"Murders in the Rue Morgue"
