"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Rohit Shetty","Hiroo Johar, Rohit Shetty, Apoorva Mehta, Karan Johar","Yunus Sajawal","Reliance Entertainment","Reliance Entertainment","Action","Hindi","Dec 28, 2018, Limited","$5.1M","2h 39m","Dolby Digital","Scope (2.35:1)","A corrupt East Indian police officer embarks on a path of righteousness.",27,41,"Simmba"
