"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Arthur Penn","Robert M. Sherman","Alan Sharp","Warner Bros.","R","Mystery & Thriller","English","Jun 11, 1975, Original","Jan 1, 2011","1h 39m","Hard-nosed private investigator Harry Moseby (Gene Hackman), to distract himself from a rapidly deteriorating marriage, takes a case from an aging B-movie queen (Janet Ward) to locate her runaway daughter, Delly (Melanie Griffith). His search takes him to the Florida Keys, where the girl has been hiding out with her stepfather, Tom (John Crawford), and Tom's lover, Paula (Jennifer Warren). Harry initiates an affair with Paula and soon learns the case is more complex than he first assessed it.",84,71,"Night Moves"
