"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Martin Lawrence","Doug McHenry, George Jackson","Martin Lawrence, Bentley Kyle Evans, Kenny Buford, Kim Bass","Savoy Pictures","R","Comedy, Drama","English","Apr 1, 2015","$34.8M","1h 48m","Surround, SDDS, Dolby Digital","Scope (2.35:1)","Ladies' man Darnell Wright (Martin Lawrence) is used to getting his way with women. Although he is committed to marrying his longtime love, Mia (Regina King), he can't help himself when he meets the beautiful and standoffish Brandi (Lynn Whitfield). After bedding and then trying to ditch Brandi, Darnell is in for an unpleasant surprise: the unhinged Brandi is not about to let Darnell dump her, and she will do anything to exact revenge on him for tossing her aside.",15,77,"A Thin Line Between Love and Hate"
