"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Lance Mungia","Jeff Most, Edward R. Pressman","Lance Mungia, Jeff Most, Sean Hood","Miramax","R","Fantasy","English","May 13, 2005, Original","Jun 3, 2005","May 23, 2016","1h 39m","Ex-con Jimmy Cuervo (Edward Furlong) and his girlfriend (Emmanuelle Chriqui) are targeted by satanists, who murder them as part of a ceremony to resurrect the devil. However, a crow brings Jimmy back, and as an invulnerable spirit of justice, he begins hunting down his murderers. While the satanists meet grisly ends one at a time, the leaders, Luc ""Death"" Crash (David Boreanaz) and his lover, Lola (Tara Reid), attempt to complete the ritual, which will make them even more powerful than Jimmy.",0,35,"The Crow: Wicked Prayer"
