"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"George Cukor","Gottfried Reinhardt","Ludwig Fulda, S.N. Behrman, Salka Viertel, George Oppenheimer","Metro-Goldwyn-Mayer, Loew's Inc.","Metro Goldwyn Mayer, Loew's Inc.","Comedy","English","Sep 30, 1942, Original","Jan 11, 2011","1h 34m","Idaho ski instructor Karin (Greta Garbo) marries vacationing New York City magazine editor Larry (Melvyn Douglas), convincing him to leave his hectic life behind. When Larry decides to return to the Big Apple for a few days, however, she refuses to accompany him. But Larry doesn't return when expected, so Karin secretly travels to New York City, where she catches him flirting with an old flame. Jealous, she intervenes, posing as her twin sister, Katherine, in an attempt to keep him faithful.",30,28,"Two-Faced Woman"
