"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Bille August","Per Holst","Bille August, Bjarne Reuter","Per Holst Filmproduktion","R","Drama, Romance","Danish","1h 40m","Danish teen Bjorn (Adam Tønsberg) listens obsessively to the Beatles as he tries to navigate his way through adolescence. His best friend, Erik (Lars Simonsen), lives in a dysfunctional household wracked by mental illness. Each falls for a beautiful girl, but Erik's love is unrequited. When Bjorn's girlfriend, Anna (Camilla Søeberg), becomes pregnant, the bonds of friendship and family are strained as the two boys struggle to do the right thing for their loved ones and for each other.",80,91,"Twist and Shout"
