"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Joseph Greco","Lucy Engibarian-Hammel, Adam Hammel, Joe Pantoliano","Joseph Greco","Rebellion Pictures","PG-13 (Mature Thematic Elements)","Drama","English","Oct 12, 2007, Limited","Jan 26, 2016","$32.5K","1h 41m","In a small coastal town, contractor John Marino (Joe Pantoliano) struggles to understand his wife, Mary (Marcia Gay Harden), when she starts behaving strangely. After a doctor's visit, they discover she has schizophrenia. Nothing the doctors do helps, however, so John must live with his wife's incurable mental illness, while also helping their confused child Chris (Devon Gearhart) make sense of it. But as Mary's mental state declines, John finds an unexpected source of comfort in his son.",77,62,"Canvas"
