"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sam Shepard","Carolyn Pfeiffer, Malcolm Harding","Sam Shepard","PG-13","Drama","English","Dec 15, 2009","$23.7K","1h 30m","Surround","After Bertrum (Charles Durning), a hard-living man in Minnesota, is badly injured riding a horse, his daughter Kate (Jessica Lange) comes to visit him. Kate has fled this harsh climate and harsher family by moving to New York City, so being back is difficult, especially because Bertrum wants her to shoot the horse that injured him. Kate's sister, Rita (Tess Harper), can provide little support because she is desperately trying to control her rebellious teenage daughter (Patricia Arquette).",13,50,"Far North"
