"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Roy Hin Yeung Chow","Ivy Ho, Sammo Hung Kam-Bo","Chi-long To","Well Go USA","Action","Chinese","Mar 11, 2016, Limited","Mar 8, 2016","2h 11m","Dolby Atmos, Dolby Digital","A powerful martial arts master (Eddie Peng) returns to the town where his father was murdered to take on a ruthless crime boss (Sammo Hung).",63,55,"Rise of the Legend"
