"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Elena Martín","Elena Martín","Drama","German","Apr 5, 2019","1h 31m","A young Spanish exchange student who is on her own for the first time in her life tries to adjust to a vastly different life in Berlin.",100,NA,"Júlia ist"
