"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Pema Tseden","Pema Tseden","New Heaven Picture Culture & Media, Beijing Fenghua Times Culture Communication, Heaven Pictures (Beijing) Culture & Media Co., Beijing YiHe Star Film Production","Drama","Unknown language","Feb 15, 2017","2h 3m","Tharlo meets a girl in the barbershop who changes the course of his life. After he decides to sell all of his sheep and use the money to go out into the world with the woman, he finds himself being deceived and cheated by her.",92,NA,"Tharlo"
