"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Patrick Lussier","Dimension Films","R","Horror","English","Oct 11, 2016","1h 31m","With help from his partner (Jason Scott Lee), a vampire hunter (Jason London) tries to save his fiancee from the evil count in Romania.",43,31,"Dracula III: Legacy"
