"Director","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean Pellerin","R","Action","English","Sep 28, 2004","1h 31m","Wealthy American Elgin Bates (Craig Wasson) wants an artifact that archaeologists have recently discovered in Greece. When he learns that the artifact -- a valuable sculpture -- is being stored on a heavily guarded ship, Bates hires a team of mercenaries to hijack the vessel. Also aboard the ship are daredevil John Spencer (Rob Lowe) and his wife, Chloe (Larisa Miller). The couple try to protect the artifact, but as the ship is sinking they must make a difficult choice.",0,0,"Under Pressure"
