"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Alfred L. Werker","Edwin Blum, William Absalom Drake","Twentieth Century Fox","Mystery & Thriller","English","Sep 1, 1939, Original","Mar 30, 2021","1h 25m","Sherlock Holmes (Basil Rathbone) and Dr. Watson (Nigel Bruce) square off against their archenemy, Professor Moriarty (George Zucco), who has designs on the Tower of London's Crown Jewels. As a perfect distraction from Moriarty's schemes, Holmes and Watson are contacted by a woman (Ida Lupino) who claims that her family is in danger after her brother receives the same warning message her father got 10 years ago -- just before he was brutally murdered.",89,78,"The Adventures of Sherlock Holmes"
