"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mathieu Kassovitz","Christophe Rossignon","Mathieu Kassovitz","Gramercy Pictures","Les Productions Lazennec, Canal+, Kasso Inc. Productions, Egg Pictures, PolyGram Filmed Entertainment","Drama","French (France)","Sep 1, 1995, Limited","Mar 23, 2017","$130.3K","1h 38m","Surround, Stereo","When a young Arab is arrested and beaten unconscious by police, a riot erupts in the notoriously violent suburbs outside of Paris. Three of the victim's peers, Vinz (Vincent Cassel), Said (Said Taghmaoui) and Hubert (Hubert Koundé), wander aimlessly about their home turf in the aftermath of the violence as they try to come to grips with their outrage over the brutal incident. After one of the men finds a police officer's discarded weapon, their night seems poised to take a bleak turn.",96,95,"La Haine"
