"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"William Friedkin","Matt Crowley","National General Pictures","R","Drama, LGBTQ+","English","Mar 17, 1970, Limited","May 25, 2021","2h 0m","Flat (1.85:1)","Michael (Kenneth Nelson) is hosting a birthday celebration for a pal when he gets an unexpected visit from old friend Alan (Peter White). The problem is, Alan is straight -- and extremely straitlaced -- and everyone else at the party is gay. Michael hopes to conceal his sexuality from Alan, but this charade doesn't last. After being outed, Michael turns on Alan, accuses him of being a closeted gay and forces him to partake in a revealing party game that has devastating consequences.",90,87,"The Boys in the Band"
