"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tomás Gutiérrez Alea, Juan Carlos Tabío","Senel Paz","Miramax Films","Miramax Films","R","Comedy, Drama","Spanish","Jan 20, 1994, Original","$268.8K","1h 48m","Stereo","In 1979 Cuba, flamboyant gay artist Diego (Jorge Perugorría) attempts to seduce the straight and strait-laced David (Vladimir Cruz), an idealistic young communist, and fails dismally. But David conspires to be ""friends"" with Diego so he can monitor the artist's subversive life for the state. As Diego and David discuss politics, individuality and personal expression in Castro's Cuba, a genuine friendship develops between the two. Can it last in such an oppressive environment?",80,84,"Strawberry and Chocolate"
