"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Dana Lustig","Ram Bergman, Mike Curb, Dana Lustig, Carole Curb Nemoy","Dana Lustig, Annette Goliti Gutierrez","Curb Entertainment","Curb Entertainment","R","Comedy","English","Jun 13, 1997, Wide","$22.0K","1h 40m","As their 30th birthdays approach, three single housemates take stock of their romantic lives. Rambunctious Jasmine (Illeana Douglas) has no desire to settle down despite her parents' constant nagging, while newly pregnant Tanya (Paulina Porizkova) deals with the fallout of her longtime boyfriend's commitment issues and Micki (Julie Warner) has just been dumped by her fiancé. On an impulsive trip to Las Vegas, all three women meet men who could change their minds about love.",40,47,"Wedding Bell Blues"
