"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Catherine Owens, Mark Pellington","Jon Shapiro, Peter Shapiro, John Modell, Catherine Owens","National Geographic Society","G","Documentary","English","Feb 22, 2008, Wide","$10.4M","1h 25m","IMAX (1.43:1)","This concert film and its groundbreaking camerawork provide viewers with an immersive and unprecedented 3-D experience of the legendary Irish rockers' acclaimed ""Vertigo"" tour. U2 -- Bono, The Edge, Adam Clayton and Larry Mullen Jr. -- perform thrilling renditions of latter-day hits like ""Beautiful Day"" and classic songs from their rich back catalog, including ""Sunday Bloody Sunday,"" ""Pride,"" ""With or Without You"" and ""Where the Streets Have No Name.""",92,93,"U2 3D"
