"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"King Vidor, Leslie Fenton","Benedict Bogeaus, Burgess Meredith","Laurence Stallings, Lou Breslow","Benedict Bogeaus Production","Comedy","English","Feb 3, 1948, Limited","Jun 11, 2007","1h 47m","Oliver (Burgess Meredith) is a newspaper classified ads clerk, not the roving reporter he leads his wife, Martha (Paulette Goddard), to believe. But when Martha suggests an interview question, Oliver scrambles to make his deception a reality. He fools an editor into assigning him a story on how babies have changed interviewees' lives. On his quest for answers, two musicians (James Stewart, Henry Fonda), a famous actress (Dorothy Lamour) and a magician (Fred MacMurray) offer amusing responses.",20,35,"On Our Merry Way"
