"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Delbert Mann","Martin Melcher, Stanley Shapiro","Stanley Shapiro, Paul Henning","Universal Pictures","Nob Hill Productions","Romance, Comedy","English","Dec 20, 1961, Original","Mar 18, 2014","1h 47m","Mono","35mm, Flat (1.85:1)","Jerry (Rock Hudson) is a slick adman who uses women and booze to woo his clients. One day, his tactics draw the ire of Carol (Doris Day), an executive at a rival agency, who reports him to the Ad Council. Jerry deflects Carol's accusations using the testimony of a nightclub performer (Edie Adams), whom he pays off with a starring spot in a fake ad campaign. But when Jerry's clueless boss (Tony Randall) broadcasts one of the ads on TV, he's forced to create a new product.",92,77,"Lover Come Back"
