"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Lindsay-Hogg","Neil Aspinall","United Artists","G","Documentary, Music","English (United Kingdom)","May 13, 1970, Original","May 8, 2024","1h 28m","Initially slated to be a television documentary about the Beatles in the studio, this film, directed by Michael Lindsay-Hogg, instead captures the writing and recording of their penultimate album, ""Let It Be."" After the dense complexity of ""The White Album,"" Paul McCartney wants to return to basics with the next offering. However, tensions within the band are high and quickly become frayed in the studio. The film ends with a rooftop concert in London, the last live show from the group.",81,87,"Let It Be"
