"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark Dornford-May","Ross Garland, Mark Dornford-May","Mark Dornford-May, Charles Hazlewood, Andiswa Kedama, Pauline Malefane","Spier Films","Musical, Drama, Romance","Xhosa","Mar 1, 2007","2h 6m","Dolby Digital","In this update of the classic opera, cigarette factory worker Carmen (Pauline Malefane) wounds her co-worker Pinki (Ruby Mthethwa) during a fight and then uses promises of a future rendezvous to convince police sergeant Jongikhaya (Andile Tshoni) to let her go free. The devout Jongikhaya, lonely and crippled with guilt about killing his brother as a child, falls under Carmen's spell. When Carmen maintains her callously flirtatious ways, Jongikhaya's jealousy drives him to murderous ends.",95,68,"U-Carmen Ekhayelitsha"
