"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Harold Becker","Walter Coblenz","R","Crime, Drama","English","Sep 7, 1979, Original","Nov 30, 2016","2h 2m","Charismatic psychopath Greg Powell (James Woods) teams up with Jimmy Youngblood (Franklyn Seales), a petty thief. Driving in Los Angeles in 1963, they are pulled over by Detective Hettinger (John Savage) and his partner, Campbell (Ted Danson), for an illegal U-turn. Panicked, Powell kidnaps the officers and kills Campbell. Hettinger escapes, and his description of the men leads to their arrest. As both men evade prosecution with legal tricks, Hettinger is racked with guilt over his survival.",87,64,"The Onion Field"
