"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Jean-Marc Vallée","Jean-Marc Vallée, François Boulay","Téléfilm Canada","Drama","French (Canada)","May 27, 2005, Original","Jun 3, 2022","2h 7m","Teenager Zachary Beaulieu is confused about his sexuality and is in conflict with his Canadian-Catholic upbringing which alienates his father Gervais and confuses his mother Laurianne. Forcing himself to like girls, Zachary also has to cope with his older brothers, who don't make his life any easier but when he finally accepts his true feelings, will his family still accept him?",100,93,"C.R.A.Z.Y."
