"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Corey Yuen","Jet Li","R (Strong Violence)","Action","Chinese","Oct 6, 2015","1h 35m","A woman (Christy Chung) who witnessed a gangland murder falls for the bodyguard (Jet Li) hired to protect her.",67,67,"The Bodyguard From Beijing"
