"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Drake Doremus","Steven Rales, Mark Roybal, Jonathan Schwartz, Andrea Sperling","Drake Doremus, Ben York Jones","Cohen Media Group","R (Some Language)","Drama, Romance","English","Mar 28, 2014, Limited","Mar 13, 2017","$88.1K","1h 37m","Datasat, SDDS, Dolby Digital","Father Keith (Guy Pearce, Memento), mother Megan (Amy Ryan, Birdman) and 17-year-old daughter Lauren (Mackenzie Davis, Terminator: Dark Fate), live a comfortable life--but there is something missing. Megan is never quite satisfied with the way things are, while Keith has given up his dreams of being a musician for the steady paycheck of a music teacher. When beautiful foreign exchange student Sophie (Felicity Jones, Rogue One) comes into their lives, Keith is immediately drawn to her. She's mature beyond her years, and yearns for someone to make her feel safe and loved. Keith and Sophie share flirtatious looks and the occasional touching of hands, which only increases the intensity of their bond. When they finally decide to run away together, they set into motion a series of events that lead to a heartbreaking and immensely moving conclusion.",56,41,"Breathe In"
