"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Peter Werner","Dick Wolf","Orion Pictures","R","Crime, Drama","English","Sep 16, 2008","$1.1M","1h 46m","Surround","Young police officer Benjy Taylor (D.B. Sweeney) is assigned a case that has him working undercover to insinuate himself into the good graces of an auto-theft ring. To his surprise, he becomes friends with the head car thief, Ted Varrick (Charlie Sheen). Worse, he also falls for Ted's seductive sister, Ann (Lara Harris). Soon, Benjy begins to lose focus of the line that separates cop from crook, and starts stealing expensive automobiles alongside the criminals he was sent to monitor.",50,61,"No Man's Land"
