"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Catherine Breillat","Jean-François Lepetit","Catherine Breillat","IFC First Take","Canal+, France 3 Cinéma, Centre National de la Cinematographie, Région Ile-de-France, CB (Catherine Breillat) Films, TPS Star, Flach Film, StudioCanal, Buskin FIlms","Drama","French (France)","Jun 27, 2008, Limited","Jan 30, 2017","$785.0K","1h 44m","Dolby","After notorious libertine Ryno de Marigny (Fu'ad Ait Aatou) wins the hand of Hermangarde (Roxane Mesquida), the most marriageable young woman in all the French aristocracy, he breaks off a decade-long relationship with his mistress, Vellini (Asia Argento). When rumor of his affair with Vellini reaches Hermangarde's family, her elderly grandmother confronts him and forces him to tell her the story of their love. Meanwhile, Vellini may not accept rejection that easily.",77,59,"The Last Mistress"
