"Director","Producer","Screenwriter","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gary Oldman","Luc Besson, Douglas Urbanski, Gary Oldman","Gary Oldman","R","Drama","English","$268.9K","2h 8m","Surround","In a working-class London neighborhood, a highly dysfunctional family struggles to survive. The widowed Janet (Laila Morse), a former factory worker, has welcomed relatives into her home. In addition to her elderly mother, Kath (Edna Doré), and her son, Billy (Charlie Creed-Miles), Janet lives with her daughter, Valerie (Kathy Burke), and Valerie's abusive, alcoholic husband, Ray (Ray Winstone). Together they attempt to work out their differences, but drugs, booze and violence get in the way.",77,87,"Nil by Mouth"
