"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Stephen Chow, Lee Lik-Chi","Kwok-fai Yeung","Stephen Chow, Kan-Cheung Tsang, Lee Lik-Chi, Min Hun Fung","Star Overseas, Miramax, Universe Entertainment","Comedy, Action","Chinese","May 23, 2016","$488.9K","1h 51m","Surround","All his life, an ordinary young man (Stephen Chow) has been treated like dirt. Still, he's never given up believing that all the world's problems could be solved with a little kung fu. So he's teaming up with a band of misfits - six friends who were kung fu masters in their youth - to form a soccer team that only he believes has a chance to win a $1 million grand prize. Together, they're going to apply their hidden talents to a whole new game -- and soccer will never be the same.",89,84,"Shaolin Soccer"
