"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Bresson","Anatole Dauman, Mag Bodard","Robert Bresson","Rialto Pictures, Cinema Ventures","Argos Films, Parc Film","Drama","French (France)","Mar 12, 1970, Original","Oct 14, 2005","Jan 16, 2007","1h 18m","Young teen Mouchette (Nadine Nortier) faces hardships everywhere in her difficult life. Her father (Paul Hébert) is a cruel drunk who neglects her. Meanwhile, her mother (Marie Cardinal) lies ill, slowly dying. One day, fleeing a rainstorm, Mouchette comes across Arsène (Jean-Claude Guilbert), a poacher with a violent streak. He lets her take shelter in his cabin but then assaults her. Arsène even blackmails Mouchette to involve her in a cover-up for a crime he's committed.",89,86,"Mouchette"
