"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Achero Mañas","Achero Mañas","Drama","Spanish (Spain)","Dec 1, 2020","1h 28m","Pablo (Juan José Ballesta) is a 12-year-old boy who is streetwise but scarred. He is emotionally and physically damaged by the constant abuse of his father, Mariano (Manuel Morón) -- that is, until new kid Alfredo (Pablo Galán) befriends Pablo, instills some confidence in him and exposes him to the true meaning of family by inviting Pablo into his home. Yet, as Alfredo's family and Laura (Ana Wagener), a social worker, try to give Pablo a new start, the tyrannical Mariano steps in to stop them.",91,89,"Pellet"
