"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Erin Vassilopoulos","Ben Cohen, Grant Curatola, Patrick Donovan, Benjamin Cohen","Erin Vassilopoulos, Alessandra Mesa","Factory 25","Drama","English","Mar 25, 2022, Limited","1h 37m","When Marian is on the run, she goes to the only place she knows is safe: her childhood home. She is greeted by her estranged sister, Vivian, a stay-at-home housewife struggling to conceive and on the verge of a failing marriage. Though the two are identical twins, they live opposite lives. Marian's mysterious return disrupts Vivian's small-town routine, and the sisters must learn to reconnect and reconcile. When Marian's haunting past finally catches up to her, their separate worlds collide, catapulting both sisters into grave danger.",66,40,"Superior"
