"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Walt Dohrn","Gina Shay","Universal Pictures","DreamWorks Animation","Kids & Family, Comedy, Fantasy, Animation","English","Nov 17, 2023, Wide","Dec 19, 2023","$103.0M","Digital 2.39:1","After two films of true friendship and relentless flirting, Poppy (Anna Kendrick) and Branch (Justin Timberlake) are now officially, finally, a couple (#broppy)! As they grow closer, Poppy discovers that Branch has a secret past. He was once part of her favorite boyband phenomenon, BroZone, with his four brothers: Floyd (Golden Globe nominated electropop sensation Troye Sivan), John Dory (Eric André; Sing 2), Spruce (Grammy winner Daveed Diggs; Hamilton) and Clay (Grammy winner Kid Cudi; Don't Look Up). BroZone disbanded when Branch was still a baby, as did the family, and Branch hasn't seen his brothers since. But when Branch's bro Floyd is kidnapped for his musical talents by a pair of nefarious pop-star villains--Velvet (Emmy winner Amy Schumer; Trainwreck) and Veneer (Grammy winner and Tony nominee Andrew Rannells; The Book of Mormon)--Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",63,92,"Trolls Band Together"
