"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Abbas Kiarostami","Marin Karmitz, Abbas Kiarostami","Abbas Kiarostami","New Yorker Films","MK2 Productions","Drama","Persian","Jul 28, 1999, Original","Jul 22, 2014","$257.7K","1h 58m","A group of people from the city arrive in a little village with a different kind of mission. They pretend to be communications engineers, but they are waiting the death of woman who is over 100. The leader of the group and a young boy from the village become friends. It also explores cultural differences between a man from the city and from a village.",97,84,"The Wind Will Carry Us"
