"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jared Moshe","Neda Armian, T. Justin Ross","Jared Moshe","Well Go USA Entertainment","Buffalo 8 Productions, Soapbox Films, Paramount Pictures, Armian Pictures, BondIt Media Capital, Bad Robot, Universal Cinema","R (Some Language)","Sci-Fi, Drama, Mystery & Thriller","English","Aug 11, 2023, Limited","Sep 12, 2023","$21.6K","1h 44m","Since losing her husband Mal (Edi Gathegi) in a drunk-driving incident, Sophie (Judy Greer) has struggled to manage crippling grief, a full-time job, and the demands of parenting her devastated teenage daughter (Faithe Herman). When her husband's best friend Jabir (Payman Maadi), a former physicist, reveals that he has been building a time-bending machine that could restore her former life, Sophie will be faced with an impossible choice--and unforeseeable consequences.",89,75,"Aporia"
