"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Stéphane Brizé","Miléna Poylo, Gilles Sacuto","Stéphane Brizé, Florence Vignon, Stéphane Brizé, Florence Vignon","Drama","French (Canada)","Dec 7, 2010","$530.4K","1h 41m","A happily married man volunteers at his son's school and begins to fall in love with a teacher.",82,68,"Mademoiselle Chambon"
