"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Danis Tanovic","Amra Baksic Camo, Danijel Hocevar, Cédomir Kolar","Danis Tanovic","RAI Cinema","Drama","Bosnian","1h 15m","A pregnant woman cannot pay for a medical procedure and is sent home.",94,64,"An Episode in the Life of an Iron Picker"
