"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Luis Buñuel","Michel Safra, Serge Silberman","Luis Buñuel, Jean-Claude Carrière","Filmsonor","Drama","French (Canada)","Mar 4, 1964, Original","Sep 21, 1964","Nov 1, 2011","$19.5K","1h 37m","Celestine (Jeanne Moreau) has a new job as a chambermaid for the quirky M. Monteil (Michel Piccoli), his wife and her father. When the father dies, Celestine decides to quit her job and leave, but when a young girl is raped and murdered, Celestine believes that the Monteils' groundskeeper, Joseph (Georges Geret), is guilty, and stays on in order to prove it. She uses her sexuality and the promise of marriage to get Joseph to confess -- but things do not go as planned.",88,82,"Diary of a Chambermaid"
