"Director","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Gordon Hessler","Millimeter Films","Miramax","R","Mystery & Thriller","English","Dec 1, 1989, Limited","Nov 3, 2020","1h 57m","Surround","Guilt and disaster follow a British ceramics dealer (Rupert Frazer) and his wife (Meg Tilly), the new owners of a rare porcelain.",33,33,"The Girl in a Swing"
