"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Michelangelo Antonioni","Carlo Ponti","Michelangelo Antonioni, Michelangelo Antonioni, Fred Gardner, Sam Shepard, Tonino Guerra, Clare Peploe","Metro-Goldwyn-Mayer Distributing Corp., United International Pictures","Metro Goldwyn Mayer","R","Drama","English","Feb 9, 1970, Wide","May 26, 2009","1h 52m","A fugitive campus radical (Mark Frechette) steals a plane and meets a secretary (Daria Halprin) in Death Valley.",64,74,"Zabriskie Point"
