"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Fred Zinnemann","Stanley Kramer","Carson McCullers, Edna Anhalt, Edward Anhalt","Columbia Pictures","Stanley Kramer Company","Drama","English","Dec 30, 1952, Original","1h 31m","Mono, Stereo","Bookish tomboy Frankie Addams (Julie Harris) doesn't get along with the rest of the girls in her tiny southern town. Depressed, socially isolated and perched on the verge of adolescence, Frankie takes refuge with the family maid, Berenice (Ethel Waters), and pals around with her young cousin, John Henry (Brandon de Wilde), while secretly fantasizing about going away with her brother, Jarvis (Arthur Franz), and his new bride, Janice (Nancy Gates), on their honeymoon to Alaska.",86,55,"The Member of the Wedding"
