"Director","Producer","Screenwriter","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Abhishek Varman","Sajid Nadiadwala, Karan Johar","Abhishek Varman","UTV Motion Pictures","Romance, Comedy","Hindi","Apr 18, 2014, Limited","Mar 25, 2017","$2.2M","2h 29m","Krish and Ananya come from two very different cultural backgrounds, and decide that they won't get married until they convince their parents. As feared, differences between the families pose a hurdle.",36,64,"2 States"
