"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Barry Levinson","Mark Johnson, Barry Levinson","TriStar Pictures, Baltimore Pictures","PG","Drama","English","Oct 5, 1990, Wide","Apr 1, 2010","$14.9M","2h 6m","Surround, Dolby SR","This drama, largely based on the family history of director Barry Levinson, follows the immigrant Krichinsky clan as they settle in Baltimore during the early 20th century. While Sam Krichinsky (Armin Mueller-Stahl) establishes roots in the city and finds a wife (Joan Plowright), his ambitious son, Jules (Aidan Quinn), who changes his last name to Kaye, tries to live the American Dream by opening an appliance store, revealing cultural and generational gaps.",86,78,"Avalon"
