"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Nicholas Ray","Robert Sparks","RKO Radio Pictures Inc.","Drama","English","Jul 15, 1950, Limited","Jan 1, 2009","1h 34m","Christabel Caine (Joan Fontaine) has the face of angel and the heart of a swamp rat. She'll step on anyone to get what she wants, including her own family. A master of manipulation, she covertly breaks off the engagement of her trusting cousin, Donna (Joan Leslie), to her fabulously wealthy beau, Curtis Carey (Zachary Scott). Once married to Curtis herself, Christabel continues her affair with novelist Nick Bradley (Robert Ryan), who knows she's evil, but loves her anyway.",67,57,"Born to Be Bad"
