"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Samuel Fuller","Carl K. Hittleman","Homer Croy, Samuel Fuller","Lippert Pictures","Western","English","Feb 26, 1949, Wide","Oct 15, 2020","1h 21m","Mono","Bob Ford (John Ireland) runs with the infamous Jesse James (Reed Hadley), but is wounded in a robbery. Upon recovery, Bob learns that his sweetheart, Cynthy (Barbara Britton), is no longer willing to stay with a man who could be gunned down at any moment. Hoping to buy his way out of a life of crime, Bob shoots Jesse and tries to collect on the government-issued reward money. But the law isn't kind to Bob, and Cynthy thinks he's a coward; his subsequent days are plagued by shame and fear.",78,67,"I Shot Jesse James"
