"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"J. Lee Thompson","PG","Crime, Drama","English","Jan 1, 2009","1h 33m","A dabbler-in-crime (John Houseman) and his assistant (Jacqueline Bisset) hire an ex-police reporter (Charles Bronson) to recover some stolen papers.",33,40,"St. Ives"
