"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Aron Gaudet, Gita Pullapilly","Linda McDonough, Nicholas Weinstock","Aron Gaudet, Gita Pullapilly","STX Films","AGC Studios, Red Hour Films, Marquee Entertainment","R (Language Throughout)","Comedy, Crime","English","Sep 10, 2021, Limited","1h 50m","Inspired by a true story, QUEENPINS is an outrageous comedy about a bored and frustrated suburban homemaker, Connie (Kristen Bell) and her best pal JoJo (Kirby Howell-Baptiste), a vlogger with dreams, who turn a hobby into a multi-million dollar counterfeit coupon caper. After firing off a letter to the conglomerate behind a box of cereal gone stale, and receiving an apology along with dozens of freebies, the duo hatch an illegal coupon club scheme that scams millions from mega-corporations and delivers deals to legions of fellow coupon clippers. On the trail to total coupon dominance, a hapless Loss Prevention Officer (Paul Walter Hauser) from the local supermarket chain joins forces with a determined U.S. Postal Inspector (Vince Vaughn) in hot pursuit of these newly-minted ""Queenpins"" of pink collar crime.",48,82,"Queenpins"
