"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Paul Lynch","Peter R. Simpson","Astral Films","Guardian Trust Company","R","Horror, Mystery & Thriller","English","Jul 18, 1980, Limited","May 31, 2017","1h 29m","Surround","Flat (1.85:1)","This slasher movie follows a relentless killer who is out to avenge the death of a young girl who died after being bullied and teased by four of her classmates. Now high-school students, the guilt-ridden kids have kept their involvement a secret, but when they start being murdered, one by one, it's clear that someone knows the truth. Also coping with the past are members of the dead girl's family, most notably her prom-queen sister, Kim Hammond.",48,34,"Prom Night"
