"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Arthur Hiller","Martin Ransohoff","Steve Shagan, Bud Shrake, Martin Cruz Smith, Martin Cruz Smith","PG","Horror","English","Jun 22, 1979, Limited","Oct 28, 2020","1h 45m","Stereo","A policeman (Nick Mancuso), his girlfriend (Kathryn Harrold) and a scientist (David Warner) track vampire bats on an Indian reservation.",33,26,"Nightwing"
