"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Karin Albou","Laurent Lavolé, Isabelle Pragier","Karin Albou","Gloria Films, Canal+, Film Par Film","Drama","Arabic","Jan 27, 2006","Sep 1, 2007","$50.1K","1h 36m","Laura (Fanny Valette), a young philosophy student, lives with her immigrant family in a Jewish enclave in Paris, and is beginning to question the strict dictates of her religion. She feels bad for her sister Mathilde (Elsa Zylberstein), who is married to a philanderer and believes Judaism compels her to stay with him. When Laura meets an attractive Muslim named Djamel (Hedi Tillette de Clermont-Tonnerre), her sexual desire erodes her commitment to her faith even more.",62,67,"La Petite Jérusalem"
