"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Matthew Leutwyler","E.J. Heiser, Jun Tan","Matthew Leutwyler","R","Horror, Comedy","English","Mar 16, 2004, Original","Mar 18, 2017","1h 28m","On their way to a wedding, a group of friends take a wrong turn and end up in the small town of Lovelock. There, they check in to a bed-and-breakfast run by strange Mr. Wise (David Carradine). The next morning, the group, along with a mysterious man called the Drifter (Brent David Fraser), is detained by the sheriff regarding some suspicious deaths. During questioning, one of the friends, Johnny (Oz Perkins), inadvertently unleashes a demonic force that transforms the townspeople into zombies.",53,59,"Dead & Breakfast"
