"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","Alfred Hitchcock","Brian Moore","Universal Pictures","PG","Mystery & Thriller","English","Mar 5, 2016","2h 8m","Mono","35mm","American physicist Michael Armstrong (Paul Newman) shocks his friends and family by defecting to East Germany to work with the Soviets during the height of the Cold War. Even his fiancée (Julie Andrews) is surprised by the move, but when she follows him behind the Iron Curtain, she discovers that her husband-to-be isn't a spy, but a double agent working to discover Soviet nuclear secrets. As they plot a way to escape back to America, his cover is blown, putting both of their lives in jeopardy.",63,52,"Torn Curtain"
