"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"J.A. Howe, Ted Wilde, Harold Lloyd, Lewis Milestone","Jeffrey Vance, Jesse L. Lasky, Harold Lloyd, Kevin Brownlow, Adolph Zukor, David Gill","Thomas J. Crizer, Howard J. Green, John Grey, Lex Neal, Ted Wilde","Paramount Pictures","Paramount Pictures","Comedy","Jan 22, 1927, Original","Nov 18, 2016","1h 23m","Harold Hickory (Harold Lloyd), a feeble boy in an otherwise brawny family, is known for being clever -- and getting into trouble. After inviting the lovely carnival worker Mary Powers (Jobyna Ralston) into his home, Hickory discovers that a large sum of money entrusted to his father, the sheriff (Walter James), has gone missing. In this slapstick tale of mystery, Hickory must think fast in order to clear his family name, even if it means facing the strongman Sandoni (Constantine Romanoff).",92,85,"The Kid Brother"
