"Director","Producer","Screenwriter","Production Co","Genre","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Fritz Lang","Erich Pommer","Fritz Lang, Thea von Harbou","Decla-Bioscop AG","Fantasy, Drama","May 20, 2016","Jul 15, 2016","$12.2K","1h 38m","Fritz Lang directed this silent film about a woman who pleads with the Grim Reaper to spare her lover's life.",80,88,"Destiny"
